tweet_id	tweet	label
1.26918485429125E+018	places are available on our online adult mental health aware 4 hour course taking place on 1st july 2020 1 5 00pm please contact us for a booking form discounts available on multiple bookings	3
1.26868990172749E+018	can’t sleep not relating to covid19	3
1.26917191909958E+018	would you like the chance to chat with some lovely people about or anything you want to then join us for virtual pop up at 11am just click here to find out more please retweet	3
1.2691423420885E+018	as we bring awareness to many issues let’s bring awareness to domestic abuse and mental abuse i was 3 all the way to 18 you are not alone i am here i understand	3
1.26860351220578E+018	do you think is something that needs to be discussed more during the crisis if yes here s a video from that talks about it	3
1.26876025760347E+018	i wish that people would stop using psychopath sociopath as insults they are real psychiatric medical terms and aren’t synonyms for evil it’s really oppressive to many people by using their daily struggles as a way to insult people you don’t like	3
1.26903627698606E+018	⬆️⬆️⬆️ thanks to image curtis macnewton by	3
1.26903671982068E+018	i learned that listening to emotions when all you can give is to be a listening ear and a voice on the phone is hard many shifts end with tears	3
1.26906691104582E+018	loving her mask	3
1.26902260202834E+018	lack of routine is always difficult for those of us with issues the lockdown means we see much less people than before and living in a city centre i m used to popping out and speaking to shop staff etc that i have got to know but the shops aren t open either	3
1.26918898802101E+018	i had a dream of a friend who lost her battle to depression in it she was still alive but attempted the way she looked was uncomfortable i took her hand i told her i understand how you felt she looked at me and told me never do this check on your friends 😞😥	2
1.26871204551754E+018	socks in our office today reminding us to prioritise mental heath and ask for help if we need it	3
1.26901334843317E+018	hope y’all are doing great😌💕	3
1.26905516825695E+018	you are a miracle one of a kind there never has been or ever will be another you you re here despite all that you ve been through celebrate that feel proud that you ve survived now it s time to thrive and you can this too shall pass	2
1.26869926889591E+018	just a day shy of the commemoration of our own considered the use of tanks on his own people and abused the constitutional rights of never forget his	3
1.26858832676596E+018	launches project lucy w plans for ph2b of doses of lsd vs disorders builds on studies part of larger inspired medicines effort pr	3
1.26872347867025E+018	learn about our hospital to home peer2peer program here s our ceo monique williamson to tell you about the program and how it can help people during the early stages of returning home after a stay in hospital via	3
1.26895732816391E+018	thank you for being this week’s positive leadership speaker for our incredible staff thank you for sharing your life journey amazing love and friendship with resources and funny songs	3
1.26912982240557E+018	📣 new podcast ex sales manager bangalore on	3
1.26901247098065E+018	hey everyone i only need 40 subscribers to get to 100 help me out link to my channel	3
1.26876085414248E+018	many other benefits and some negative side effects but very happy with my decision	3
1.26898145416548E+018	session no 2 🔥🔥🔥🔥🔥🔥	3
1.26913482439818E+018	with everything that is going on it s important to remember to look after both your physical and mental health	3
1.26915556219906E+018	gonna take some personal time ✌️	3
1.26915546462706E+018	thank you for sharing this new video it made me cry so much doesn t take much with my state of mind anxiety stress at the moment about a job amp airline i loved 😢💗#bastopthinkagain	2
1.26869661575105E+018	vital services for people experiencing family and domestic violence are now being cut across the state as a result of contract ‘negotiations’ with the wa department of communities read more here	3
1.26898185772883E+018	the mental health commission of canada has developed a crisis response training course for the community this course is specifically designed to better understand their own and the mental health of others	3
1.2686046959391E+018	at home shouldn’t mean at risk if you or someone you know is suffering from isolation rules do not apply police response and support services remain available find support at or call 999 if you are in immediate danger	3
1.26853783112906E+018	failure together	3
1.26872310183285E+018	when the urge to draw is real and you haven t felt it in months ♥️	3
1.26919993230247E+018	our partner have a digital library service where you can find an extensive range of books audio books newspapers study tools and lots more 😉 it s easy to access follow the link	3
1.26903937811166E+018	there needs to be a new national policy that requires people in law enforcement or any kind of agency that upholds the law to always wear identification that will show both name and id number accountability will make people put more trust on those who enforce laws	3
1.26855393743671E+018	this one was really helpful	3
1.26919740449191E+018	8 miles boom get the stress out my head beautiful fields horses woods cold wind on my face feel the pain	3
1.26859454931373E+018	i’m in therapy myself there’s absolutely zero shame in sitting down with a professional to have a better understanding of yourself it’s really difficult to see the forest through the trees nothing wrong with outside perspective	3
1.26913192448588E+018	hr leader wondering about return to work listen to uk director of organizational wellbeing discuss 4 key areas of focus for leaders in our latest expert series	3
1.26919664212679E+018	s podcast on during is out anchored by expect more episodes	3
1.2686156195549E+018	my is starting to move onto fringes 🤫🦉🤯	3
1.26908589510326E+018	life is so chaotic right now this is so much to handle amp we want you to take care of yourselves please keep your mental health a priority	3
1.26896538647054E+018	offers 10 ways you can care for your but also answers questions you may have about and what to do if you need extra support	3
1.26910457405025E+018	doesn t that woman say her son isn t a boy or is it her daughter isn t a girl 🤔	3
1.26913501824628E+018	take care of your physical health mental health emotional health amp spiritual health don t make your weekend a weak end happy weekend	3
1.26897286212109E+018	from basic needs like childcare and food to and supportive counseling maintains an up to date list of resources for all health professionals and employees keeping their well being at the center of focus	3
1.26857642080184E+018	we have decided to postpone this week’s episode release in light of current events we’d like take this opportunity to promote and support some amazing podcasts focused on by and about including amp podcast	3
1.26896206431331E+018	how to promote in the via	3
1.26877339559814E+018	are you on the spectrum in the avaliable on amazon free on amazon prime episode extracts on buzz sprout find out who you are	3
1.26900860936038E+018	aren expecting a delay when it comes to the impact your might due to	3
1.26853298324764E+018	how to change the dynamics of an abusive relationship	3
1.26898846059494E+018	are you in crisis we re here and you can talk to medically trained professionals on our urgent helpline 24 hours a day 7 days a week so please make the call 💙	3
1.26877582590367E+018	and all this because they refuse to arrest four corrupt and racist police officers and charge them with	3
1.26858412296184E+018	education launches the young person’s mental health toolkit 🤗💖 a new online resource to support the mental health of young people aged 11 25 apps helplines and more 👉 education	3
1.26907196428036E+018	social language and behavioural signs of autism in toddlers	3
1.26919943338587E+018	what will you do today to help make a difference 💜	3
1.26897050742624E+018	who the fuck is this bitch behind pursing her lips amp nodding along when is talking about dominating amp others like u allow this fake prez to cont to destroy this country	3
1.26908872256751E+018	support our mission of changing how we talk about in the industry by purchasing a t shirt with our awesome logo	3
1.26874048223192E+018	i hope you talked in depth and came to the decision that is essential because the of thousands of canadians is suffering because your flawed border policy is keeping them from supporting each other during the pandemic	3
1.26855360971473E+018	if you re on or have ever been a part of the infertility journey you are all too familiar with the 2 week wait	3
1.26919251196632E+018	often easier said than done but try to find time in your day to reset and relax read walk have a bath or meditate whatever works for you 🧠💛#yourgreymatters	3
1.26861448643867E+018	‘defunding’ police funding mental health resources will save lives experts say by via	3
1.26873007993013E+018	do sad parents make sad babies take a look at some signs of parental depression and how to prevent child depression gt	3
1.26871771880862E+018	mental health matters and mental health certainty matters to the therapists themselves the of remote sessions and uncertainty that is negatively influencing more than just clients	3
1.2691363303003E+018	« heaven is simplicity »	3
1.26872638002976E+018	how many people are waiting chemo how is your these days how are parents coping with working and teaching full time and how many people did not make rent or postponed a mortgage payment we should be testing our stress levels as well	3
1.2687712312951E+018	ca tactless to have on my screen this june the man makes me feel bad inside	3
1.26872214437395E+018	la couldn t agree more as people open up about it there will be a gradual reduction in the stigma around it helps humanise the challenge much needed	3
1.26856492022174E+018	kate column is out lincs le	3
1.26918960338831E+018	why is not ensuring a safe workplace in why are you not taking seriously 🤔	3
1.26899210807513E+018	and here s a little clue about why the police are left to pick up the pieces proud of this woman	3
1.26901434969309E+018	book to help kids digest the news come with me via	3
1.26898434781999E+018	i might prioritise colouring in this image and send to boris johnson and dominic cummings 😂	3
1.26901516701614E+018	you don’t have to continue to believe everything your parents told you in the past	3
1.26877381083835E+018	this is utterly appalling despite the circumstance anyone who can walk past someone so badly injured does not have a heart and they should not be police officers they are supposed to protect the people not leave them on the cold hard floor to die 🤬	3
1.26861127931843E+018	you re living through a global pandemic and social upheaval of course you re is all over the place just a few minutes a day can reduce your stress and help you sleep better	3
1.26895607090874E+018	tripped like killed herself point them out to their departments like the out of control gremlin in that assaulted the he was throwing elbows and fists indiscriminately on 10 he was living	3
1.26895581791671E+018	it was really thanks to nick s passion that we all were able to focus a little bit more closely on how the and of our is so foundational to their ability to learn the material	3
1.26872432237134E+018	“this pandemic is the biggest behavioural and emotional challenge of our time paul feeney everyone is affected mentally emotionally and physically as a result of a global lockdown financial advisers are of no exception	3
1.26907871463103E+018	everyone retweet this oh my god i mean do we really want this for the younger generation and future generations	3
1.26895507117942E+018	an organisation with a vision for pmf started as a movement and not just as an organisation today i am really thankful to all and everyone for believing in us	3
1.2685692283675E+018	a great volunteering opportunity	3
1.26902778737928E+018	green is my favourite colour 💚	3
1.26853809881367E+018	we all have mental health let s be kind accept and support each other kassim 19	3
1.26860969805747E+018	attention changes to the way we do group therapy please message us for the code to the zoom meeting if we do not get at least 5 request we will not hold group please email if interested today by 6 30 pm	3
1.26895065964837E+018	be careful who you follow in the community some people are not as they seem they use mh to their advantage take ownership of the things you have done in your life the lives you have destroyed because you can t handle it then go after them	3
1.26898724704874E+018	this is why people are dying they don t care like at all even after everything that has happened please share	3
1.26902836714533E+018	exactly and he threatened a black female w violence to boot 👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼	1
1.26858680664115E+018	last week i took part in a project created by drama company the to write and perform monologues the videos are now available on youtube	3
1.26870935545469E+018	victims of are more worried about their than they are 19	3
1.26854415589616E+018	always keep your mind on the end goal	3
1.26907780010501E+018	online therapy through skype learn how to apply mindfulness for overcoming emotional suffering go to	3
1.26916955861677E+018	punjab safe cities authority has released statistics on 15 calls related to domestic violence	3
1.26903760966751E+018	exhausted amp beat up if you just breathe and ride through it you ll reach the bottom less battered then you rest for a minute and start the climb back up go easy on yourself ❤️ 2 2	3
1.26895826150566E+018	i never doubted that equal rights was the right start your day with your daily here	3
1.26917926460935E+018	this is your daily reminder that beat his ex wife so badly she needed staples in her head and still somehow had the audacity to try and sue her for 250k because his garbage restaurant stone flower failed	1
1.2685672232176E+018	study shows that patients with higher levels of antioxidant glutathione responded more quickly to medications for psychosis and had improved outcomes pl	3
1.26907265104735E+018	🇺🇲 when the “#author amp finisher of passes the paint brush heb 12 2	3
1.26898625721817E+018	readers should anticipate a gritty determined street wise voice to these poems diane donovan the 1st poetry chapter book w journal lines stand up to dv today	3
1.2689647343737E+018	emotions never cause problems our behavioral choices certainly can though with practice you can make good choices while emotional it s hard work but it s worth it here s why it s so important to make this distinction	3
1.26871186966306E+018	for anyone that feels that they’re all alone i don’t know you you don’t know me but i am here if you ever need an unbiased ear to listen	3
1.26898108588032E+018	quick read if you have a few minutes	3
1.26856307023593E+018	we are beyond proud of our superstar trustee and her constant commitment and drive for a better system huge congrats erin and you so deserve this	3
1.26870132925548E+018	“nobody i’ve ever respected or admired or found interesting has had a squeaky clean past ” laura mckowen	3
1.26854340201622E+018	tune in to today s live radio show the power of knowing with dr richard london live show airs in 3 hrs at 10am pt 11am mt 12pm ct and 1pm et	3
1.26853947993087E+018	neuroplasticity is how our brain adapts to change join us on this event that walks us through adapting throughout our lifespan	3
1.26855045659228E+018	when you re flying high expect some turbulence	3
1.26897289431663E+018	night all sleep well lyn	3
1.2685342225596E+018	some tips to build your best life from this inspiring author is just in time for these dark times	3
1.26899606140798E+018	idea for use your passions to bond with kids	3
1.26895199712379E+018	crossing divides the friends who are good for your brain via	3
1.26875663034427E+018	morning ☀️ for anyone that needs it today 💕	3
1.26904182178884E+018	what is the role of sports psychology in equipping students after covid az state weighs in	3
1.26896398316125E+018	awesome reminders	3
1.26859598224297E+018	grab a virtual ticket for home visits amp talks on the 9th june over on the eventbrite and yup you heard right tickets are free 👀	3
1.26897748266285E+018	find the that wotks better for you	3
1.26859944947717E+018	do 2 wrongs make a right should domestic abuse victims retaliate	3
1.26857473348805E+018	check out this article to learn how to cope with social distancing and other life changes we love the difference between social isolation vs social distancing	3
1.26859862831207E+018	do you experience any of the following if you’re interested in participating click here	3
1.26874669054842E+018	you ll learn all about but you ll also learn about discovering your own self worth	3
1.26874434511463E+018	post emdr therapy processing earlier today 🍫🍦🥤 💜	3
1.26898122063083E+018	ovw currently administers 19 grant programs authorized by the violence against women act if you have any questions about how to apply for funding please visit our website	3
1.26854361603479E+018	thank you guys for those 7 months with you and 1200 followers i will never stop fighting for mental health raising awareness is something i truly love to do and when it helps people it makes me feel so happy for them 🧡🗣	3
1.26903310724573E+018	prince william secretly volunteering for mental health crisis helpline	3
1.26853988213531E+018	for the sake of your mental health heal thanks esther for writing these things	3
1.2689610992584E+018	sure he will see a bunch of old white men using his name as a prop	3
1.26859089981621E+018	how to spot signs of mental distress in a remote work context	3
1.26859086246589E+018	get on the waitlist for the next breaking free from codependency inner circle no more	3
1.26903129429975E+018	yesterday i didn’t manage to get out of bed shower get dressed or eat but today i was determined to do all those things and i did it i even managed to go out for a walk i’ve got a family that need me amp i’ll stick around for them always💪🏻	3
1.26899167897266E+018	peaceful zen meditation music	3
1.26897739006939E+018	al it s hard for those of us who have empathy and compassion to watch him bully and cause physical harm to peaceful protestors	3
1.2689512939991E+018	just a little reminder to remember to be grateful that you still woke up to see amp live another day💜 • being alive should not be taken for granted • make everyday count by creating a healthy and positive environment for yourself and your well being🌻	3
1.26899606319049E+018	while it is necessary to fight against racism it is also necessary to take care of your mental health so please take care of yourself if you are triggered by these stressors ❤️ 🙏 we wish you all the best	3
1.26869279360776E+018	get my free ebook self care and balance for codependents	3
1.26876096678478E+018	dh’s student health amp psychological services are available for toros needing a safe space to express yourself or process current issues link in bio for more info on ways to receive help during these times	3
1.26869580217363E+018	how can we help our daughters grow up to be strong and free find out what we learnt when we read this really important book on mental health ad review	3
1.26854578720364E+018	helpful tip for coping with stress response regular exercise take walks play games read a book watch a movie meditate breaks the distraction from worrisome thoughts amp helps mitigate the impact of current events on our bodies and minds	3
1.26902118359441E+018	airways cruz do you have a heart i’m only just recovering from my husband having a stroke not taken a single days sick now you apply the pressure on my when i’m on my own in lockdown immoral behaviour 24 years loyal service means nothing 😡💔✈️	2
1.26861665345922E+018	highly recommend webinars sat in on today s lots of gems to take away from mike who is passionate and very knowledgable about	3
1.26895702233619E+018	learn more about the impacts of from and faculty	3
1.26868929607401E+018	when public figures deny the realities of violence continues unchecked in 40 years of operating our hotline we know that the vast majority of calls for help are genuine amp must be taken seriously	3
1.26872797364713E+018	sometimes we have to remind ourselves not to take everything so seriously amp just let shit go while doing everything with love ✨	3
1.26903093750292E+018	i can equate to the sense of the black cloud hanging over and not being able to bend over and have it lifted by a painful caning the longer this goes on the bigger my cloud amp the more i long to have it removed	2
1.26856066936179E+018	how fighting racial injustice can impact	3
1.26875169731411E+018	please don’t be afraid to talk about your feelings it’s ok to feel despair it’s ok to feel hopeless and it’s ok to ask for support	3
1.26917277172205E+018	retweet please	3
1.26859592325448E+018	supporting child mental health is important more now than ever we created a toolkit filled with the 10 tips and free resources and activities for you to consider when addressing mental health download the toolkit here	3
1.26919993245766E+018	free on amazon now	3
1.26902069582625E+018	took this too literally and was going to tell you that i’ve gained a new qualification to improve my employability but also that is only important when people have nothing else to rant about so much judgement at the mo	2
1.26871102618853E+018	my heart yearns for our youth witnessing someone be killed via socials then replayed on national amp international tv is traumatizing national suicide prevention lifeline crisis line open 24 7 phone 1 800 273 8255 samhsa 877 726 4727	3
1.26872254001442E+018	politicians hospitals physicians psychiatrists really need to stop tasking police with wellness checks it’s wrong to ask them to do jobs of social workers or paramedics terrible to subject ppl in mental distress to men w guns “caring” for them	3
1.26897145107339E+018	a big shout out to for an amazing event and for sharing the money donated between deserving local charities sldas will now be able to reach out to more victims of as well as continuing to support our existing clients thank you thank you thank you ♥️	3
1.26897801659781E+018	“adverse health outcomes were reported by autistic adults substantially and significantly more frequently than parents or control respondents “	3
1.26857323809685E+018	behavioral health clinician location east boston full time behavioral health clinician needed in mental health department please apply share below	3
1.26856015952319E+018	check out the hope with series on our website now	3
1.26854003213204E+018	i hate when ppl say shit amp when they get backlash from it it’s “i’m sorry i didn’t mean”	3
1.26908229548015E+018	take the step and make a leap in your career check out this opportunity to be our next mental health worker ii ft evenings star integris mental health spencer ok ok	3
1.26879217629891E+018	indigenous people take the lead in healing the trauma of the stolen generations with culturally sensitive healing programs read more	3
1.26879217807729E+018	mojarad there are many many who have been asking for this non clinical faculty member to not make herself the standard by which ppl “call out” clinicians stop the targeted isolating behaviors believe frontline clinicians please care of clinician amp suicide rate	3
1.26872511457051E+018	walk a mile in someone else’s shoes	3
1.26878593095923E+018	i have an illness i am not crazy	3
1.26861604297822E+018	according to ceo of business leaders must address the top two pain points for remote work loneliness and stress jackson offers 3 steps business leaders can take to prioritize positive culture amp productivity	3
1.26895308484526E+018	in our talk tells us about how her childhood experiences with domestic violence have influenced her as a singer songwriter although the trauma may still at times be present helping others through art can be such a great healer	3
1.2691092612186E+018	how to with kids tip maintain a daily schedule to overcome productivity paralysis define a schedule and stick to it which can in turn encourage your children to do the same read the complete blog	3
1.26917661234133E+018	you are brave	3
1.26873933712396E+018	my mental health secret is a safe space for you to share your secret	3
1.26855522472314E+018	with so much going on in the outside world it s important to direct some attention inward	3
1.26904770424133E+018	tom clancy s the division 2	3
1.26859169005249E+018	fitness guru received major backlash after making controversial comments regarding the comments were made weeks after the federal government released a questionable campaign	3
1.26919861143231E+018	anusha and norman enjoying spending time in the sunshine ☀️	3
1.26919614015676E+018	how are you taking care of your own wellbeing currently suggestions here from ukcoaching and we can still do most of them with a few workarounds	3
1.2687078680789E+018	it’s ironic that cops are responding to the protests in the exact manner that’s being protested	3
1.2690258238116E+018	an problem that is plaguing in a stalking amp b theft either way it s illegal amp companies allowing this should be held accountable also putting lives at risk	1
1.26896586479317E+018	three empowering mantras and how to use them in your meditation practice	3
1.26871610837635E+018	liz leaves lake in her senior year of high school with her new boyfriend amp his little brother to their abusive life she soon discovers the cycle of violence isn t easy to break	3
1.2685355746145E+018	this free helpline is open 24 hours a day 7 days a week to people of all ages including children young people amp their families in cheshire west cheshire east amp wirral tel 0300 303 3972	3
1.26895832815724E+018	where you can find my art fine art photos paintings apparel	3
1.2685887416329E+018	the husband is raking amp sweeping leaves off the back patio there were 3 just 3 pansies growing between the bricks that i d asked him to avoid because they were beautiful and i enjoyed them emphasis on were he destroyed them all	3
1.2689489436662E+018	soothing as soothing can be … the power of the written word jalāl ad dīn muhammad balkhī known more popularly in the english speaking world simply as	3
1.26903927529252E+018	it me	3
1.26918808354466E+018	you can still catch my interview with talking about being a doctor actress and filmmaker	3
1.2691368974162E+018	agree totally but also all people are being ‘infantalised’ or worse by this style of	3
1.2686037352883E+018	positive self talk really matters your brain listens to what you say and you will start to believe it	3
1.26857279810616E+018	we have something quite exiciting to share with you all our myst regional leaflet give the link below a click and take a look enjoy	3
1.26875083155102E+018	i was always afraid my therapist would leave me too much abandonment in my life too much heartbreak twelve years later and he still hasn t given up on me so i shouldn t give up on me either	3
1.26857718701751E+018	i was 6 years old foster dad i was 18 years old random guy at a party i was 20 years old two grown men this is hard to share but no woman deserves sexual abuse no woman	2
1.26874155635946E+018	i know it doesn’t matter that much in the great scheme of things but my mental health is suffering today for many different reasons	3
1.26898474108214E+018	many of us find ourselves feeling sad down or unmotivated at times but making small changes can often help to improve our mood to find ideas that could help you improve your mental health visit	3
1.26859562834457E+018	our multi disciplinary approach in an out of hospital setting will be a unique addition to care using the delay to develop our and and programs in a fully integrative approach to care	3
1.26856169931089E+018	a lot of people have problems and things on their mind they can’t talk about talk about it with me i been through my own struggles and i’m willing to help others i have time	3
1.26895581524056E+018	this year’s national safety month kicks off with a week devoted to a topic that has virtually never been more important in the field of mental health has always been a key factor of the safety equation for safety managers	3
1.26917569046669E+018	want to publish your article at the conference email us the full length article e psychiatry12367@gmail com whats app 44 7480725689	3
1.26899427412278E+018	it s not fair on them as we work full time happy with wild hedgehogs here 🦔🦔 they take enough looking after 🤣 and i struggle looking after myself sometimes	3
1.26856677795872E+018	to a short documentary about surfing positive mental health and escape by the lensmen team ‘against nature’ was shot over 2 days in the west of ireland with support from bundoran surf	3
1.26899451557184E+018	thanks to work is now omnipresent in employees lives explore strategies for turning off always on to help maintain and on via	3
1.26915625544629E+018	this is how to show a loved one you care when did you begin feeling like this	3
1.26859844318807E+018	another step in meeting essential needs students can now to connect to mental health resources to help support them unlimited access and at no cost 👏👏💪#mentalhealth	3
1.26855051077427E+018	social anxiety or social phobia can making walking into a networking event impossible i explored whether doing it virtually can help	3
1.2685871464259E+018	i hope you also restrict the use of federal police and military against civilians who are exercising their first amendment rights feds are fsworn to first uphold the constitution then the commander in chief get priorities straight or get out	3
1.26854179998504E+018	we re excited to support the on such an important pressing topic considering current events amp the mental health impact of these crises on students join the forum	3
1.2689601575239E+018	9 activities to stop living in crisis mode	3
1.26918944723041E+018	the artistic book series follows two young artists journeys dealing w issues falling in love too quickly amp the realities of that which leads to their healing artistic love artistic soulmates	3
1.26853993966859E+018	posted new video sudden relaxed lockdown rules check it out on my youtube channel loopysos	3
1.26873750498067E+018	give the money to everything but these murderous sociopaths	3
1.26870754166988E+018	if people can assymble in the name of justice we the people can all assemble per the 1st ammendment is over and the government should not be allowed the power to control open everything	3
1.2686109782515E+018	“one of the things i hate most abt having is feeling down without a cause it makes me so when there’s a cause i can fix it and feel better	3
1.26869761889851E+018	my themed combination for today please support for doctors started by	3
1.26856062958302E+018	research shows that gardening is good for your body and brain taking part in community gardening can also encourage people to adopt healthier behaviors	3
1.26910035448395E+018	lilya needs help fleeing and needs help immediately	3
1.26854342655289E+018	hi i don t feel so good feels	3
1.26897340948185E+018	are you ok with being human	3
1.26916045474147E+018	day 4 of 7 day skipping challenge with amp this time it s n skips over 2 minutes 248 this morning done it before the cycle today	3
1.26913951517791E+018	every city state and our federal budget is bloated with punishment instead of civic investments we need civil rights enforcement reform and a new president	3
1.26901008674531E+018	visit to access our covid 19 resource page for lawyers law students and the filipino community including links to and services	3
1.26901225622389E+018	great interview on cnn on grief and vicarious trauma by it can be re living hurt pain and trauma constantly watching videos and reading articles about police brutality racial discrimination	3
1.26903189910582E+018	be clear just because they’re not talking to you doesn’t mean they’re silent some of the most powerful and lasting change is made in the back room and the boardroom don’t be fooled into thinking otherwise	3
1.26855864664612E+018	i thought my son was dead	3
1.26906151657534E+018	we for prevention because the presence of a gun makes it 5x more likely that domestic violence will turn deadly	3
1.26897299712323E+018	threatening women is your specialty	3
1.26903729273732E+018	a little bit of humor might just be the best medicine for today ciao 👋🏽	3
1.26898784885152E+018	1 7 initiative update as we head into june and continues to be an important topic for all canadians which is why i’m thrilled to see so much engagement from the community partners canadians	3
1.26896483096011E+018	mental health matters that’s why these have been created with 50 going to charity wear them with pride	3
1.26900156454034E+018	i just wanted to check on y’all it’s exhausting being black in america please take care of yourselves mentally get help if you need it	1
1.26855611155827E+018	download our workplace ppt with complete speaker notes references and tools to guide your team through a conversation about handling the emotional complexities of a pandemic	3
1.26897348475301E+018	nobody should suffer from if you’re worried or suspect that someone you know may be a victim of domestic abuse you can get more information here	3
1.26919769443582E+018	it is great that these resources focus on mental health we can no longer continue to pretend that only the body becomes broken and diseased	3
1.26911219903073E+018	sometimes lately i don’t know who i am when did i become this anxious when did i start feeling this depressed exactly when did these emotions take over i’m tired of so much bad news everywhere i feel like i’ve lost myself	3
1.26857832548162E+018	thank you emmy award winning journalist mrs d craig for creating such a supportive space for us to discuss teaching kids to manage stress and school listen in gt	3
